"","y"
"1",3.53047873227276
"2",3.67651447133347
"3",6.64178426220366
"4",7.23153379199949
"5",7.12981120137941
"6",8.74035805416273
"7",7.00324280496631
"8",8.64329192680069
"9",7.49576914132912
"10",9.99190775341692
"11",8.95602297778257
"12",8.50268335018195
"13",8.56318372280619
"14",8.29689189937501
"15",7.97435078172444
"16",8.84895060784838
"17",9.43461079590967
"18",9.97736360281463
"19",9.54897280040838
"20",8.9173703387297
"21",9.44531426867492
"22",11.1017700631128
"23",9.78157842519083
"24",8.61567256973745
"25",10.9593083826265
"26",9.46805390455
"27",9.66835872575796
"28",10.3883166948993
"29",10.1747969092307
"30",10.0374153716952
"31",8.93550134101444
"32",9.06338536113031
"33",12.0039432319748
"34",9.96886943940051
"35",11.2299123088993
"36",11.0383042060147
"37",11.6450802477634
"38",12.1154731254435
"39",11.1629322513454
"40",11.0844490300101
"41",9.63510302043601
"42",11.0650130780467
"43",11.2359016068043
"44",11.0037194186576
"45",10.1229438865171
"46",10.6138383878503
"47",9.25060571259383
"48",9.30667086015258
"49",10.9091310971087
"50",11.4490435414858
"51",8.44698112864112
"52",8.82232422743005
"53",8.97308555384509
"54",10.0788848160145
"55",8.70245728931779
"56",9.29681497143455
"57",9.23858809986999
"58",8.62520411017904
"59",9.18698923588267
"60",9.01470135207373
"61",10.1937922716904
"62",11.479850136594
"63",9.95615082334758
"64",9.32190106895387
"65",9.86200862123882
"66",11.100229599486
"67",10.9058626467539
"68",12.048600940523
"69",9.45742979320963
"70",9.97464801954508
"71",9.86657793579408
"72",9.10280690464354
"73",9.6751591691148
"74",9.49662581617785
"75",10.631636522716
"76",11.1893294842862
"77",9.41222502226938
"78",10.520637519809
"79",11.8295632980969
"80",9.14197814079761
"81",11.3139701483242
"82",9.66093877890511
"83",9.62600472080633
"84",10.33532012235
"85",10.2097079622995
"86",11.5375861353772
"87",10.4012981363706
"88",11.1820655679406
"89",9.81559793448885
"90",10.5849369567709
"91",11.2756291474284
"92",10.7521473060928
"93",9.75821656834527
"94",9.51026088777126
"95",11.0182541655132
"96",9.0559524231072
"97",10.2364421337733
"98",9.27719557882277
"99",11.6341394014925
"100",10.0038632692033
"101",10.0262438852057
"102",10.9681024280881
"103",10.5158508697369
"104",9.55655272650727
"105",10.3060956943877
"106",11.0211565419587
"107",9.58840079087141
"108",10.1870197893522
"109",9.77301372613551
"110",9.03819863470978
"111",9.2959056100615
"112",10.1243519457022
"113",9.53088472147958
"114",9.48467910768057
"115",11.1629347667859
"116",10.1910197406831
"117",10.7380766305616
"118",10.6052241409975
"119",10.4383012931353
"120",9.81241248499408
"121",10.3394685570986
"122",9.87458566826242
"123",11.538638215407
"124",9.58138751182613
"125",10.7820242631818
"126",10.1654088041576
"127",9.25744660370211
"128",11.3013062086746
