"","y"
"1",3.94246904006444
"2",4.87304154672377
"3",5.48651979627695
"4",6.86404596336363
"5",9.90879788986617
"6",11.3386843507443
"7",14.4479187739273
"8",15.0910493496447
"9",18.0496847795472
"10",21.7731245293782
"11",24.0448677379186
"12",30.558754127674
"13",30.8341965043482
"14",38.9028797156273
"15",38.9607855678801
"16",43.6246594087743
"17",48.278546261725
"18",62.5864750209573
"19",59.8431998993327
"20",63.5863978634801
"21",83.7700521059339
"22",90.5720916147301
"23",78.3453981634623
"24",104.744409155311
"25",96.9465353401435
"26",94.8239938312753
"27",87.3607908643965
"28",84.0206317178969
"29",113.611091652861
"30",125.862563861348
"31",117.890983826576
"32",104.143651241287
"33",110.288962627758
"34",94.2505167304356
"35",86.3761437103296
"36",97.4438357063558
"37",92.5507196214023
"38",107.723834774991
"39",121.442287606654
"40",112.661186018725
"41",97.0245434535202
"42",88.5735605375185
"43",85.9473860120131
"44",83.4102477205334
"45",87.9559160566433
"46",87.3087800915733
"47",82.2668221949934
"48",90.6011278996209
"49",102.278142978889
"50",108.005865913655
"51",104.40542396535
"52",105.105276022851
"53",112.924764931767
"54",101.262370946858
"55",115.643809943386
"56",103.452681665773
"57",114.447732850912
"58",89.6823598995009
"59",81.6979426358649
"60",80.1456700771422
"61",90.9756532035902
"62",88.2577564094901
"63",102.055396930486
"64",88.5803103597909
"65",76.767311534419
"66",80.7176075615643
"67",77.9068764202183
"68",80.2806515184108
"69",77.2450987434547
"70",77.8251919323665
"71",88.9456136463557
"72",80.3380538672318
"73",81.1449369636548
"74",82.8893067091782
"75",82.096189177579
"76",83.2608370976851
"77",79.3739456724107
"78",82.9768015931616
"79",97.355492024663
"80",107.077316170543
"81",118.795342315812
"82",145.08372612916
"83",129.928050445608
"84",154.508205474076
"85",134.124262716868
"86",112.91702029955
"87",90.1081501238186
"88",109.123242334113
"89",105.005060971883
"90",98.3025668281195
"91",96.9512296894925
"92",77.0593487859584
"93",85.7070736554177
"94",96.3788410924689
"95",111.586357504659
"96",108.187933089718
"97",93.8375753231458
"98",103.128065851834
"99",96.290450109546
"100",90.7427024333867
"101",83.2926537583414
"102",77.3960707341474
"103",81.7430381543823
"104",91.3212702677278
"105",78.8403220848595
"106",84.3161616756398
"107",90.6775991019763
"108",84.9707947591717
"109",90.9845986116826
"110",91.7193296307428
"111",84.8811420443239
"112",81.5023267433402
"113",78.2596617232205
"114",71.1476926157418
"115",83.108673310346
"116",76.8588496997271
"117",87.7823602855055
"118",90.5889102326796
"119",93.6127166968195
"120",90.8856891605551
"121",94.1104175135547
"122",93.6528812967601
"123",102.078256620065
"124",100.456415263353
"125",88.3564009487439
"126",85.7733451356955
"127",92.4127113626343
"128",70.8320738531575
"129",82.7908721909579
"130",78.7881564277616
"131",72.6193121036452
"132",78.1923900194111
"133",91.0372069635628
"134",83.4059152074498
"135",90.7831324310774
"136",110.381276397119
"137",105.872824889291
"138",120.689534197172
"139",125.770143726283
"140",118.941934726255
"141",102.370719877909
"142",91.6229516719071
"143",98.7595602593978
"144",111.78125920878
"145",120.201272044146
"146",127.275928336175
"147",105.650269585275
"148",105.52893141836
"149",85.7532981852451
"150",96.7188007560836
"151",102.866707473504
"152",105.219004719174
"153",98.6300112385444
"154",84.2812687185387
"155",101.143588743534
"156",88.1731888524247
"157",88.0567756510038
"158",79.3653744228266
"159",78.369800751851
"160",70.3924665058283
"161",63.8928545015133
"162",73.7844355951158
"163",82.7011038648211
"164",87.2031732122206
"165",94.4444280500328
"166",115.913403214284
"167",125.946496587113
"168",118.850008379474
"169",104.533722775872
"170",95.2549047669214
"171",88.2514160188927
"172",106.609551516834
"173",87.2145394146387
"174",92.5504693008304
"175",95.7977313452786
"176",102.024618039383
"177",104.459058489101
"178",85.4546501213817
"179",91.0418381732108
"180",107.550329050292
"181",106.285886794149
"182",110.899366380326
"183",115.289474806518
"184",111.144803075983
"185",100.884544857184
"186",97.7616726402946
"187",98.9698798947544
"188",98.9081105343012
"189",100.700576363455
"190",89.6906584677132
"191",89.3367330075619
"192",102.001552704555
"193",102.508351788753
"194",111.216975671524
"195",120.929844014932
"196",104.592217187946
"197",81.1332606982099
"198",91.1025514650252
"199",91.1229750031034
"200",83.0457444287532
"201",96.5314791217514
"202",112.292206139315
"203",99.416586208296
"204",99.2958720406206
"205",90.9950811351448
"206",89.2370333151498
"207",80.2785162517835
"208",92.6870303244742
"209",107.541586260335
"210",81.7688397374215
"211",74.5597763151521
"212",74.7141314642983
"213",85.3105496386938
"214",82.0697512741475
"215",96.0244827224116
"216",102.139917493374
"217",93.8552975877154
"218",79.3223080104425
"219",89.943595227483
"220",90.4155881059414
"221",99.5598810883187
"222",92.3389797194361
"223",99.1751676653275
"224",95.7993750416059
"225",104.890217251364
"226",95.1465285793131
"227",89.2197728634953
"228",90.559907599464
"229",106.434270882841
"230",98.3540157549602
"231",102.296683823437
"232",103.650127322874
"233",100.141969650173
"234",100.610946838121
"235",102.777672363697
"236",107.77307524304
"237",95.2535563773787
"238",106.476752743709
"239",109.017834648882
"240",105.941672089524
"241",118.143498514879
"242",75.6529919526985
