"","y"
"1",3.83455589203202
"2",4.53047898704986
"3",5.78781111988969
"4",6.42272314973509
"5",7.60234706618752
"6",10.7851620283273
"7",11.5654049936921
"8",12.8057471444214
"9",14.8984980066632
"10",16.233262381396
"11",19.0571372020005
"12",28.5319164139095
"13",26.7813345158369
"14",29.5055998540856
"15",30.7554635617419
"16",32.6859853593408
"17",35.9174134015227
"18",36.420375487285
"19",34.8432335731672
"20",42.4758725376385
"21",44.8509970668273
"22",53.7349471307654
"23",63.9337297847529
"24",76.8512560369342
"25",89.8322079380439
"26",96.0578174982685
"27",98.7183732722921
"28",112.491340874485
"29",134.574352181681
"30",108.874294496277
"31",101.825180077145
"32",101.853998726333
"33",118.130612276619
"34",144.304524280778
"35",144.935449258944
"36",148.460566345274
"37",147.974745045448
"38",127.062696043073
"39",99.3516204547316
"40",76.6452350430402
"41",83.0268438381465
"42",102.425874578693
"43",99.4524844828148
"44",92.8797331823955
"45",114.235585767094
"46",106.379091623117
"47",108.818838589647
"48",93.5438456226752
"49",96.6412144653101
"50",89.3517036212964
"51",89.2966698554842
"52",101.357556864853
"53",107.168969933125
"54",118.579283391834
"55",108.301699536667
"56",109.349215863581
"57",97.2160162822466
"58",99.2722108810779
"59",98.4446638085564
"60",101.594377887284
"61",104.255406980947
"62",89.0532612291584
"63",92.3627543779235
"64",91.8517895935684
"65",98.807033928428
"66",90.5159191457027
"67",92.6044044028627
"68",73.1966820703245
"69",75.6320826718059
"70",68.930057982764
"71",70.4686596196922
"72",77.637355612054
"73",75.5825717290747
"74",83.6310408051816
"75",87.0665842971042
"76",93.9734794405819
"77",93.4606524906627
"78",104.474290213014
"79",106.26723456741
"80",104.088896267579
"81",103.14846904415
"82",104.32251682412
"83",87.0357525775174
"84",97.0867372639007
"85",100.548536840179
"86",104.255524247457
"87",97.0577250453352
"88",123.441250737355
"89",112.389588733916
"90",113.595705042703
"91",104.765008527003
"92",117.048138629951
"93",91.3162821736562
"94",104.192147023572
"95",112.026012215467
"96",122.379516249806
"97",125.04925796689
"98",112.157361719428
"99",101.77993917957
"100",97.6554850440061
"101",105.854933184033
"102",79.7257251540232
"103",92.234242264328
"104",98.9188069432623
"105",103.13587400713
"106",102.88318169914
"107",116.581628887311
"108",108.366453018487
"109",83.259518849923
"110",80.1322575274121
"111",97.2707069913519
"112",93.0073558260444
"113",107.91774626822
"114",142.185100622039
"115",139.123552386805
"116",102.44439370996
"117",116.125082081494
"118",91.312591086904
"119",104.359727673354
"120",99.7581907111547
"121",97.5492401099324
"122",112.276663172759
"123",122.300551716975
"124",107.553257328327
"125",86.3335930020892
"126",98.7757620921154
"127",101.137833600735
"128",96.8276085502487
"129",104.720916457634
"130",89.6596742411398
"131",87.0511736016617
"132",98.2809644556494
"133",83.7089528113661
"134",74.4448228528139
"135",79.436092690071
"136",90.184835066786
"137",93.922050671106
"138",90.006967464032
"139",94.256650797119
"140",94.0732972910882
"141",98.1803379611989
"142",87.8602121232888
"143",92.3675352918899
"144",118.713473996211
"145",123.77320071408
"146",110.211952228891
"147",108.362191331293
"148",108.407853749162
"149",109.97250015023
"150",89.3079697716751
"151",83.7809139006496
"152",96.7463526648902
"153",106.102155657651
"154",101.751111706488
"155",110.990914112688
"156",97.2767209575641
"157",111.810342910509
"158",109.390033129132
"159",113.751866072669
"160",112.252733616365
"161",111.608577800253
"162",80.277831188261
"163",109.097759847206
"164",111.202165915597
"165",127.568099236314
"166",101.629573270766
"167",101.480186906351
"168",107.504612905895
"169",94.7551922277612
"170",97.7746663305623
"171",95.8224115143137
"172",83.0555777724578
"173",86.6590272733302
"174",78.443323636605
"175",75.3202101198318
"176",66.9336494721812
"177",83.9158524824193
"178",105.345274516506
"179",86.0285042413413
"180",99.7526388726371
"181",94.701468042293
"182",109.739878352673
"183",105.415628109003
"184",111.743344273157
"185",121.891163847315
"186",110.142915198321
"187",104.126096678109
"188",102.5392973471
"189",100.979909356382
"190",101.153542254579
"191",92.4259110059568
"192",102.6073041395
"193",99.7818554877327
"194",97.0052224230985
"195",101.390467956696
"196",96.0223230462005
"197",116.212336857723
"198",123.12281797934
"199",113.603258167551
"200",106.953907690224
"201",113.252657301501
"202",104.94804480993
"203",101.274251096401
"204",116.685646458363
"205",98.6336935355283
"206",106.031203867234
"207",107.160069087644
"208",117.712804532954
"209",121.872121062202
"210",108.469306663213
"211",117.306952418757
"212",129.696830064761
"213",129.163762782293
"214",121.325687599748
"215",114.700668714913
"216",117.893056961772
"217",114.442846559407
"218",111.879786494527
"219",117.853248808608
"220",124.279302087975
"221",125.436308186246
"222",119.628972802384
"223",116.903900530694
"224",142.885147646396
"225",119.008779647338
"226",100.294418248937
"227",103.159476045046
"228",80.0001524977814
"229",83.0886796200055
"230",77.9547938793766
"231",55.7333902277691
"232",56.70344333892
"233",69.3221163025135
"234",74.5940417213402
"235",70.4499381392374
"236",68.7504717251535
"237",91.771021199479
"238",99.6352802368648
"239",98.1071500277358
"240",94.9943024835474
"241",104.634924736169
"242",109.418860848736
"243",102.0667568214
"244",106.460516478538
"245",121.41940655318
"246",100.950815375106
"247",92.6395313533862
"248",100.09459848387
"249",94.7072703247175
"250",91.3986241140933
"251",87.7248705542013
"252",92.801729528286
"253",90.0834209141014
"254",96.7848978160568
"255",89.6791716045528
"256",77.7454791533541
"257",65.8010712598456
"258",65.1760259204579
"259",66.5384930634725
"260",73.1509096004987
"261",81.8212667802112
"262",74.1441279751389
"263",79.2637843888522
"264",89.185430179245
"265",87.8638833528083
"266",92.0694351377043
"267",112.849158815492
"268",122.192089279256
"269",109.473528116065
"270",93.9237992391423
"271",82.1000598433785
"272",85.3785117508227
"273",78.1963546522667
"274",77.5657683226154
"275",94.6598551100866
"276",116.302588599963
"277",108.925963372779
"278",94.8220991142714
"279",98.913380975197
"280",101.951201129971
"281",100.391086299788
"282",98.2648943634169
"283",91.5753948184006
"284",80.5522908929905
"285",95.7748134452065
"286",91.9751507211341
"287",89.5872062021733
"288",98.225511805933
"289",106.479429004615
"290",121.576102689783
"291",106.11008929438
"292",109.787081575996
"293",111.152173964651
"294",112.653693197252
"295",115.031223148828
"296",108.834534164635
"297",95.6793535692972
"298",116.950028066937
"299",119.373372241485
"300",116.948385811485
"301",111.318382961357
"302",122.489785623115
"303",122.148421489772
"304",138.969936449268
"305",136.307776408969
"306",109.162216963332
"307",98.0433932326133
"308",115.327646539797
"309",104.553026448447
"310",105.407047493741
"311",110.813777775875
"312",101.940926535435
"313",112.376502078294
"314",112.282305402472
"315",103.653982366502
"316",105.495516737368
"317",116.817762600476
"318",134.296185004517
"319",115.193972187388
"320",101.148306260872
"321",109.773195776792
"322",98.3194770044448
"323",109.231283072355
"324",104.662958247996
"325",120.266770499487
"326",104.459810893501
"327",93.7741380438869
"328",100.555195122565
"329",97.7767993189831
"330",85.3641184734
"331",79.7428367982327
"332",79.2777552012962
"333",76.8339440571097
"334",82.1595205463343
"335",75.6742559340665
"336",82.2257353109367
"337",74.3666490593535
"338",73.7370803449807
"339",77.5389053659013
"340",84.790168019107
"341",93.1744115367723
"342",69.6048492532602
"343",57.1075493759615
"344",51.7033404945493
"345",63.2599987246336
"346",62.6730923808197
"347",61.4652198668377
"348",61.6026614278106
"349",57.3150796214107
"350",63.7388389913867
"351",78.5253109634773
"352",66.4963398989985
"353",74.4407617101711
"354",82.3998213500262
"355",81.2738053096403
"356",86.8313744413318
"357",93.6438899261258
"358",109.701368306071
"359",89.0055501000645
"360",90.1692199581746
"361",99.0819918239199
"362",90.231618329171
"363",115.078291719915
"364",117.64220317055
"365",121.171890437099
"366",113.622827247871
"367",125.461321191169
"368",100.638241195939
"369",103.757287761848
"370",109.504178890683
"371",103.971306740483
"372",105.645914729874
"373",115.405004602501
"374",90.3369041576618
"375",95.7738535561782
"376",90.2561864533886
"377",109.763214986834
"378",107.749736431784
"379",111.632834917554
"380",112.748379234069
"381",105.765120049174
"382",136.721266145015
"383",135.196285633127
"384",145.815446987639
"385",135.63900465188
"386",148.69015107425
"387",151.364372689821
"388",147.734852777883
"389",129.652491931902
"390",113.195435774367
"391",102.093196951675
"392",101.143323719228
"393",100.683124531603
"394",95.0672661469322
"395",102.487007304751
"396",110.372317292395
"397",81.317535930683
"398",79.4328911953756
"399",90.3788011131644
"400",74.8748527661219
"401",73.2006885286829
"402",80.5834106243736
"403",79.0031948857733
"404",75.501515987539
"405",73.5678002704692
"406",75.6931017401844
"407",76.6317711643636
"408",80.2729097933515
"409",97.0556196526985
"410",92.4987458949997
"411",77.6831262861209
"412",89.2759270979737
"413",85.2139655831271
"414",80.5545871792352
"415",83.2537457706206
"416",87.5285479313472
"417",114.630955007814
"418",99.9781675728678
"419",108.132951463105
"420",104.587913815438
"421",89.5244301536902
